Course,Marital status,Displaced,Tuition fees up to date,Gender,Scholarship holder,Daytime/evening attendance,Curricular units 2nd sem (grade),Curricular units 1st sem (grade),Age at enrollment,Target
9,1,0,1,0,0,1,10.8,12.4,18,0
17,1,0,1,0,0,0,12.333333333333334,13.571428571428571,29,0
10,1,1,1,0,1,1,12.666666666666666,11.666666666666666,19,0
10,1,1,0,0,0,1,13.0,11.833333333333334,22,1
11,1,0,1,0,1,1,10.6,11.166666666666666,20,0
3,1,0,1,0,0,0,0.0,0.0,34,1
7,1,0,0,0,0,1,12.166666666666666,11.75,30,1
10,1,0,1,0,0,1,14.0,14.0,18,0
10,1,0,1,0,0,1,12.0,12.833333333333334,18,0
15,1,1,1,0,0,1,11.666666666666666,12.25,18,0
12,1,1,1,0,0,1,14.828571428571427,14.828571428571427,18,0
15,1,1,1,0,1,1,12.8,11.4,19,0
5,1,1,1,0,1,1,12.5,13.0,19,0
12,1,0,1,0,1,1,13.671428571428573,13.671428571428573,18,0
4,1,0,1,0,1,1,12.8,12.666666666666666,21,0
9,1,1,0,0,0,1,13.0,10.0,20,1
9,1,1,1,0,0,1,12.333333333333334,13.5,20,0
12,1,0,1,0,0,1,13.55,12.67,19,0
10,1,0,1,0,0,1,15.428571428571429,14.5,20,0
12,1,1,1,0,0,1,15.3875,13.685714285714283,18,0
16,1,0,1,0,0,1,10.666666666666666,11.0,20,1
8,2,0,0,0,0,1,13.2,11.555555555555555,29,1
12,1,1,1,0,1,1,13.812857142857142,14.00375,20,0
9,1,1,1,0,1,1,11.4,12.0,22,0
17,2,0,1,0,0,0,13.8,14.0,31,0
5,1,0,1,0,1,1,12.833333333333334,13.8,21,0
3,1,0,1,0,0,0,11.857142857142858,12.8,21,0
15,2,0,1,0,0,1,13.833333333333334,12.166666666666666,24,0
3,1,0,1,0,0,0,11.5,12.0,32,0
3,1,1,1,0,1,0,11.5,10.833333333333334,19,0
12,1,1,1,0,0,1,13.385,13.385,24,0
6,1,1,1,0,0,1,14.5,15.666666666666666,19,0
4,1,0,1,0,1,1,13.833333333333334,14.333333333333334,19,0
10,1,1,1,0,1,1,11.666666666666666,11.666666666666666,18,0
5,1,1,1,0,1,1,11.333333333333334,12.0,19,1
12,2,0,1,0,1,1,14.725714285714288,14.725714285714288,19,0
15,1,1,1,0,1,1,13.666666666666666,14.166666666666666,18,0
10,1,1,1,0,0,1,12.333333333333334,11.571428571428571,18,0
13,1,1,1,0,0,1,13.1375,12.5,20,0
12,1,0,1,0,0,1,12.86,12.86,18,0
14,1,1,1,0,0,1,13.714285714285714,12.25,18,0
6,1,1,1,0,1,1,12.2,12.0,21,0
12,1,0,1,0,1,1,16.168888888888887,15.116666666666667,18,0
14,1,0,0,0,0,1,10.25,12.5,18,1
10,1,1,1,0,0,1,0.0,0.0,19,1
14,1,1,1,0,0,1,14.6,11.875,18,0
8,1,1,1,0,0,1,0.0,11.0,34,1
6,1,0,1,0,0,1,13.2,15.2,19,0
8,1,1,0,0,0,1,11.0,11.6,19,1
10,1,0,1,0,0,1,15.142857142857142,14.833333333333334,26,0
16,1,1,1,0,0,1,11.333333333333334,11.333333333333334,21,1
9,1,0,1,0,1,1,11.8,11.2,18,0
16,1,1,1,0,1,1,13.666666666666666,13.4,20,0
9,1,0,1,0,0,1,0.0,10.5,25,1
9,1,0,1,0,0,1,16.4,16.2,18,0
12,1,1,1,0,1,1,14.88181818181818,14.542857142857144,18,0
12,1,0,1,0,0,1,14.355555555555554,13.694285714285714,19,0
10,1,0,1,0,1,1,11.857142857142858,11.285714285714286,18,0
6,1,0,0,0,0,1,0.0,0.0,26,1
12,1,1,1,0,1,1,13.058571428571428,13.058571428571428,19,0
12,1,0,1,0,0,1,14.055555555555555,14.3,19,0
9,1,0,1,0,0,1,12.0,11.8,19,0
11,1,1,1,0,0,1,11.666666666666666,10.571428571428571,18,0
12,1,1,1,0,0,1,13.333333333333334,13.333333333333334,19,0
10,1,0,1,0,0,1,11.0,11.857142857142858,18,0
7,1,0,1,0,0,1,0.0,0.0,26,1
10,1,1,1,0,0,1,13.0,12.0,20,0
3,1,0,1,0,0,0,11.666666666666666,12.666666666666666,19,0
10,1,1,1,0,1,1,13.666666666666666,12.166666666666666,18,0
10,1,0,1,0,0,1,14.666666666666666,13.333333333333334,19,0
12,1,1,1,0,1,1,13.39125,13.39125,18,0
10,1,0,1,0,0,1,12.428571428571429,12.166666666666666,19,0
8,1,0,1,0,0,1,12.5,11.25,18,0
2,1,1,1,0,0,1,0.0,0.0,18,1
3,2,1,1,0,0,0,12.857142857142858,12.833333333333334,33,0
15,1,1,1,0,0,1,12.5,13.5,18,0
11,1,1,1,0,0,1,11.5,12.6,24,1
15,1,0,1,0,1,1,13.333333333333334,13.666666666666666,20,0
2,1,1,0,0,0,1,0.0,0.0,19,1
12,2,0,1,0,1,1,14.2,14.2,18,0
11,1,0,0,0,0,1,0.0,11.0,22,1
6,1,1,1,0,0,1,16.428571428571427,15.0,18,0
12,1,0,1,0,0,1,13.44285714285714,12.585714285714284,24,0
17,1,0,1,0,0,0,0.0,0.0,33,1
6,1,0,1,0,0,1,0.0,0.0,26,1
16,1,1,1,0,0,1,11.833333333333334,11.666666666666666,18,0
15,1,0,1,0,0,1,10.0,12.666666666666666,19,1
6,1,1,1,0,1,1,13.714285714285714,13.5,22,0
6,1,1,1,0,1,1,15.75,16.153846153846153,21,0
12,1,1,1,0,1,1,14.033333333333331,14.033333333333331,21,0
16,1,1,1,0,1,1,13.666666666666666,13.857142857142858,19,0
12,1,1,1,0,0,1,13.414285714285716,13.414285714285716,18,1
15,1,0,1,0,1,1,14.428571428571429,13.833333333333334,19,0
6,2,0,1,0,0,1,0.0,0.0,31,1
9,1,1,0,0,0,1,0.0,0.0,34,1
12,1,1,1,0,1,1,15.287499999999998,15.135714285714286,18,0
12,4,0,1,0,1,1,10.978571428571428,12.74,26,1
16,1,0,1,0,1,1,13.166666666666666,13.428571428571429,19,0
9,1,0,1,0,0,1,11.11111111111111,12.555555555555555,20,0
10,1,0,1,0,0,1,11.166666666666666,11.5,19,0
16,1,0,1,0,0,1,12.333333333333334,13.666666666666666,18,0
17,1,0,1,0,0,0,12.0,11.272727272727272,28,0
3,1,0,1,0,1,0,14.166666666666666,14.666666666666666,21,0
15,1,1,0,0,0,1,11.4,13.0,18,1
6,1,0,0,0,0,1,12.333333333333334,10.5,20,1
6,1,0,1,0,0,1,14.0,14.857142857142858,18,0
12,1,1,1,0,1,1,12.86,12.86,19,0
10,1,1,1,0,0,1,12.0,11.727272727272728,20,0
6,1,1,1,0,1,1,12.0,13.142857142857142,22,0
14,1,1,1,0,0,1,13.714285714285714,11.8,18,1
9,1,1,1,0,0,1,0.0,10.666666666666666,19,1
12,1,1,1,0,0,1,14.731428571428571,14.731428571428571,19,0
2,1,1,1,0,0,1,0.0,0.0,18,0
5,1,1,1,0,0,1,14.25,13.615384615384617,21,0
17,1,0,1,0,0,0,14.8,15.8,27,0
10,1,0,1,0,0,1,14.571428571428571,14.666666666666666,19,0
6,4,0,1,0,0,1,0.0,0.0,25,1
12,1,1,1,0,1,1,14.654285714285717,14.654285714285717,18,0
12,1,0,1,0,0,1,12.401428571428571,12.401428571428571,24,0
12,1,1,1,0,0,1,14.071428571428571,11.5875,20,0
17,1,0,1,0,0,0,15.6,14.0,26,0
10,1,1,1,0,1,1,11.833333333333334,12.333333333333334,20,0
6,1,0,1,0,0,1,15.4,14.0,18,0
6,1,1,1,0,0,1,12.375,15.23076923076923,19,0
16,1,1,1,0,0,1,11.0,11.6,23,1
12,1,1,1,0,1,1,11.6,11.6,18,0
12,1,0,1,0,0,1,0.0,0.0,18,1
12,1,0,1,0,1,1,13.094444444444443,12.901428571428571,19,0
17,1,0,1,0,0,0,14.8,14.142857142857142,30,0
6,1,1,1,0,0,1,0.0,0.0,29,1
12,1,1,1,0,0,1,13.25375,13.25375,19,0
13,1,1,1,0,0,1,14.1,13.785714285714286,20,0
12,1,0,1,0,0,1,13.916666666666666,13.916666666666666,20,0
14,1,1,1,0,0,1,13.571428571428571,13.5,19,0
6,3,1,1,0,0,1,0.0,0.0,21,1
14,1,0,1,0,0,1,14.6,11.5,19,0
12,1,1,1,0,1,1,12.082857142857142,12.082857142857142,18,0
3,1,0,1,0,1,0,12.8,11.833333333333334,27,0
9,1,1,1,0,1,1,12.4,13.4,19,0
12,1,0,1,0,1,1,0.0,0.0,19,1
15,1,1,1,0,0,1,14.571428571428571,14.2,19,0
12,1,1,1,0,1,1,13.814285714285717,13.814285714285717,18,0
14,1,0,1,0,1,1,13.666666666666666,14.5,18,0
14,1,1,1,0,0,1,0.0,0.0,19,1
12,1,1,1,0,0,1,12.3,12.3,19,0
12,1,1,1,0,1,1,12.694285714285714,12.694285714285714,18,0
14,1,0,1,0,0,1,11.0,11.0,18,0
10,1,1,1,0,1,1,14.166666666666666,13.0,19,0
12,1,0,1,0,1,1,16.05,14.4125,19,0
12,1,1,1,0,0,1,14.0625,12.92875,18,1
15,1,1,1,0,0,1,12.8,13.333333333333334,20,0
12,1,1,1,0,0,1,14.402857142857142,14.402857142857142,20,0
12,1,1,1,0,1,1,13.381428571428572,13.381428571428572,18,0
12,1,1,1,0,0,1,13.98375,14.13125,18,0
6,1,0,1,0,0,1,12.6,11.714285714285714,19,0
4,1,0,1,0,0,1,0.0,0.0,32,1
16,1,0,1,0,0,1,12.0,13.6,22,1
15,1,0,1,0,1,1,13.333333333333334,12.5,18,0
8,1,1,1,0,0,1,14.6,16.4,20,0
5,1,0,1,0,1,1,13.454545454545457,13.818181818181818,20,0
10,1,0,1,0,0,1,10.5,10.6,19,0
9,1,1,1,0,0,1,12.2,10.2,24,0
3,1,0,1,0,0,0,10.8,11.444444444444445,27,1
10,1,0,1,0,1,1,13.266666666666667,13.0,23,0
12,1,1,1,0,1,1,13.31,13.31,18,0
10,1,1,1,0,1,1,12.2,10.571428571428571,18,0
12,1,1,1,0,1,1,13.487142857142857,13.487142857142857,20,0
11,1,0,1,0,1,1,11.833333333333334,12.333333333333334,20,0
14,1,0,1,0,0,1,12.833333333333334,11.875,23,1
12,1,1,1,0,0,1,13.966666666666669,13.966666666666669,20,0
11,1,1,0,0,0,1,0.0,0.0,28,1
14,1,1,1,0,0,1,12.8,11.5,21,0
13,1,1,1,0,0,1,0.0,12.5,21,1
12,1,0,1,0,0,1,0.0,0.0,28,1
12,1,0,1,0,0,1,13.225,11.98,18,0
12,1,0,1,0,0,1,14.0375,11.614285714285714,19,0
12,1,1,1,0,1,1,14.314285714285717,14.314285714285717,18,0
12,1,0,1,0,0,1,0.0,0.0,19,1
12,1,1,1,0,1,1,12.128571428571428,12.766666666666666,20,0
16,1,0,1,0,1,1,12.2,12.666666666666666,18,0
14,1,1,1,0,0,1,10.571428571428571,11.5,20,1
14,1,0,1,0,0,1,11.75,11.4,31,1
12,1,1,1,0,1,1,14.4775,14.70625,19,0
12,1,1,1,0,1,1,13.542857142857144,11.814285714285717,19,0
5,1,0,1,0,0,1,11.875,13.0,23,0
14,1,0,1,0,0,1,13.333333333333334,14.857142857142858,19,0
12,1,1,1,0,0,1,12.6,12.6,20,0
8,1,0,0,0,0,1,11.0,11.5,27,1
13,1,0,1,0,0,1,0.0,10.0,29,1
11,1,1,1,0,0,1,12.2,11.8,18,0
5,1,0,1,0,0,1,12.666666666666666,11.8,18,0
12,1,0,1,0,0,1,12.77125,12.77125,18,0
11,1,1,1,0,0,1,14.6,12.666666666666666,18,0
6,1,0,0,0,0,1,0.0,12.0,28,1
12,1,1,1,0,1,1,11.721428571428572,11.721428571428572,18,0
15,1,1,1,0,0,1,13.666666666666666,12.666666666666666,18,0
8,1,0,1,0,0,1,14.0,13.0,18,1
9,1,0,1,0,0,1,0.0,0.0,21,1
3,2,0,0,0,0,0,0.0,0.0,32,1
14,1,0,1,0,0,1,11.75,12.5,28,0
16,1,1,1,0,0,1,11.666666666666666,12.8,23,1
16,1,1,1,0,0,1,10.2,11.25,23,1
12,1,1,1,0,1,1,12.61,12.61,18,0
8,1,0,1,0,0,1,12.6,12.0,18,0
10,1,1,0,0,0,1,13.5,13.0,20,0
6,1,1,1,0,1,1,13.0,12.0,18,0
13,1,1,1,0,0,1,0.0,12.0,18,1
7,1,0,1,1,0,1,11.0,12.0,31,1
2,1,1,1,1,0,1,0.0,0.0,24,0
9,1,0,0,1,0,1,0.0,0.0,26,1
8,1,1,1,1,0,1,11.75,13.625,18,1
14,1,1,1,1,0,1,0.0,0.0,22,1
12,1,1,1,1,0,1,11.69,11.69,18,0
5,1,0,0,1,0,1,0.0,0.0,20,1
2,1,0,1,1,0,1,0.0,0.0,25,0
17,1,1,1,1,0,0,11.285714285714286,11.5,24,0
7,1,1,1,1,0,1,0.0,14.0,27,1
11,1,0,1,1,0,1,12.4,11.0,21,0
4,1,1,1,1,0,1,13.166666666666666,12.857142857142858,21,0
15,1,1,1,1,0,1,11.333333333333334,12.5,19,1
12,1,0,1,1,0,1,15.018181818181818,14.528571428571428,28,0
4,1,0,1,1,1,1,12.625,13.0,21,0
12,1,0,1,1,1,1,15.188888888888888,15.957142857142856,18,0
9,1,1,1,1,0,1,11.0,13.25,19,0
7,1,1,1,1,0,1,12.0,12.0,19,1
15,1,1,0,1,0,1,13.75,13.0,25,1
5,1,0,1,1,0,1,13.666666666666666,11.77777777777778,21,1
7,1,1,1,1,0,1,0.0,11.0,19,1
9,1,0,1,1,0,1,0.0,0.0,20,1
4,1,0,1,1,0,1,10.857142857142858,12.428571428571429,25,1
2,1,1,1,1,0,1,0.0,0.0,18,0
12,1,1,1,1,0,1,12.5075,12.5075,23,0
4,1,0,1,1,0,1,12.0,12.090909090909092,21,0
17,1,0,1,1,0,0,11.333333333333334,10.0,25,1
8,1,1,1,1,0,1,13.2,13.5,18,0
5,1,1,1,1,0,1,13.625,14.166666666666666,22,0
14,1,0,1,1,0,1,14.714285714285714,14.0,27,0
4,1,0,1,1,0,1,0.0,0.0,25,1
7,1,1,1,1,0,1,11.333333333333334,11.666666666666666,18,1
6,1,0,1,1,0,1,14.2,14.6,20,0
4,1,0,1,1,0,1,11.5,13.0,27,0
3,1,0,1,1,0,0,12.0,12.166666666666666,20,0
9,1,1,1,1,0,1,12.0,0.0,22,1
7,1,1,1,1,0,1,10.8,10.5,19,1
2,1,0,1,1,0,1,0.0,0.0,19,0
6,2,1,0,1,0,1,0.0,0.0,29,1
12,1,0,1,1,0,1,13.828571428571427,13.828571428571427,19,0
10,2,0,1,0,0,1,11.666666666666666,11.5,20,0
5,1,1,1,0,0,1,13.625,13.5,20,0
3,1,1,1,0,0,0,0.0,0.0,31,1
12,1,1,1,0,0,1,12.614285714285714,12.5375,18,0
9,1,1,1,0,0,1,12.8,12.0,18,0
11,1,0,1,0,0,1,11.6,11.8,19,0
9,1,0,1,0,1,1,15.2,15.0,18,0
6,1,0,1,0,0,1,13.2,12.0,19,0
15,1,1,1,0,1,1,12.285714285714286,12.833333333333334,18,0
11,1,1,1,0,0,1,12.0,11.666666666666666,19,0
13,1,0,1,0,0,1,13.825,12.1625,19,0
14,1,1,1,0,0,1,14.555555555555555,13.833333333333334,18,0
14,1,0,1,0,1,1,13.571428571428571,12.125,20,0
17,1,0,1,0,0,0,11.545454545454543,11.454545454545457,29,1
16,1,0,0,0,1,1,10.0,12.0,20,1
16,4,0,0,0,0,1,12.6,12.666666666666666,31,1
14,1,0,1,0,0,1,13.77777777777778,12.666666666666666,20,0
4,1,1,1,0,0,1,11.461538461538462,11.88888888888889,21,0
8,1,1,1,0,0,1,0.0,0.0,23,1
5,1,0,0,0,0,1,11.6,13.0,21,1
12,1,0,1,0,0,1,15.744444444444444,16.885714285714283,24,0
3,1,0,1,0,0,0,12.333333333333334,12.5,27,0
12,1,0,1,0,1,1,15.8125,13.055555555555555,18,0
2,1,1,0,0,0,1,0.0,0.0,21,1
8,1,1,1,0,1,1,0.0,0.0,19,1
12,1,1,1,0,1,1,12.355714285714283,12.355714285714283,19,0
6,1,0,1,0,0,1,0.0,0.0,18,1
16,1,1,1,0,1,1,12.571428571428571,13.857142857142858,20,0
3,2,1,1,0,0,0,14.166666666666666,13.0,24,0
5,1,1,1,0,0,1,11.166666666666666,12.833333333333334,20,0
12,1,1,1,0,1,1,12.357142857142858,12.357142857142858,19,0
12,1,1,1,0,1,1,13.857142857142858,13.857142857142858,18,0
10,1,1,1,0,1,1,10.666666666666666,12.333333333333334,20,0
12,1,1,1,0,0,1,13.788888888888888,12.847142857142858,20,0
